,A,B,C,D
2000-01-26,3.6295070388536894,6.067972536307308,-0.14464580640881186,2.955326075682777
2000-01-27,4.228739073505792,7.046913657856557,-0.582472206792324,3.640689733894915
2000-01-28,3.745134739166941,7.711166108842329,-1.1764632934396166,3.5607030970617624
2000-01-29,4.193025091145801,8.144400233226023,-2.0129506793126066,4.164971535302966
2000-01-30,4.499860520346992,7.0853963687796515,-1.8294094427866041,4.207815268033201
2000-01-31,6.904244752118599,7.984469500373863,-3.341478914261941,3.1856594915867227
2000-02-01,9.377620974699916,8.31653149120873,-3.6277459487108823,1.9097135844820217
2000-02-02,9.23985048038737,6.503497961243936,-3.247928134370276,1.565636281224585
2000-02-03,9.992532538736828,7.089205279540666,-2.9134988312230834,0.3090549696289415
2000-02-04,10.48847721420933,7.585599062603922,-2.2830023172214227,0.03887019279897247
2000-02-05,10.04267035836681,8.11446577070421,-2.8001233575610582,-2.3651654134439326
2000-02-06,11.27915331377099,6.756160437316492,-3.4715698244289923,-2.4292161618913592
2000-02-07,10.399921583246275,7.439031261733471,-5.3346141276300525,-2.1225695115453522
2000-02-08,9.380068161117654,6.703397935079802,-5.5476951532739704,-2.4414345055073756
2000-02-09,9.04974709849595,7.962791853281923,-3.2236909904162747,-3.991479358834952
2000-02-10,9.310654711310839,8.714113211610945,-2.079864679063342,-2.9024888492955956
2000-02-11,9.931201223687578,10.208132221547066,-1.8242409533034754,-3.1404482203834663
2000-02-12,9.82095695571744,9.479117843348961,-2.3719777170576606,-2.6518602521336407
2000-02-13,11.126840733276447,9.957204818628986,-1.1568846581796812,-2.668615696212076
2000-02-14,10.692794952320012,9.219745980549,-2.886339826977286,-3.460699971173198
2000-02-15,11.86070203873207,7.519138893470769,-4.125559585041771,-1.7936676869498775
2000-02-16,13.447049178527987,6.3239703815302,-3.467096189368192,-1.422267500445473
2000-02-17,11.928545560967482,5.532569860509516,-3.7877629129490273,-2.062417789304849
2000-02-18,11.18673036868933,4.713273353373119,-2.6085580857545194,-2.9225783184463348
2000-02-19,10.826284760478659,3.7650697697811037,-2.0749476263408395,-1.2224354220133702
2000-02-20,10.216339922364494,3.3017087801700655,-2.368656621477919,-0.37439214945630617
2000-02-21,9.065845582791201,5.61246289061819,-2.9576530871106597,-0.49388364944726587
2000-02-22,8.925672671060974,6.711426528726229,-0.8700681707398368,0.6978203146466324
2000-02-23,10.13027202904264,7.563184309147031,-2.528352567539968,2.1555536740857235
2000-02-24,8.261625270540831,8.189820651458628,-1.7877207620722562,2.9400716837292484
2000-02-25,9.337215529644276,8.549536445020864,-2.177582732851568,1.6124405693288415
2000-02-26,7.674195396376683,9.319237474818637,-2.437549269304869,2.4011597630634642
2000-02-27,9.162595601780898,9.043892354419953,-1.521634423756236,3.601247327215689
2000-02-28,9.118510027598399,10.225237374810678,-1.5825170812615716,2.584826331715054
2000-02-29,9.25410621893739,9.1182668107804,-2.3716335035331166,2.030138667797433
2000-03-01,9.151453842298961,8.121223161973958,-2.6124229274243604,2.9373254300866454
2000-03-02,9.239844601820636,8.477070314926255,-2.7113237959686636,3.463251695112659
2000-03-03,8.379761063304283,9.982532606215294,-2.5606345465730724,3.9403570729363127
2000-03-04,7.729982542965634,11.466517166973494,-2.7106127356157352,3.418007596330145
2000-03-05,8.418214250660856,12.139041312618092,-1.812330308837032,1.9953210900525657
2000-03-06,8.419471860984682,11.358653397926737,-2.4168699696260316,1.4887984241795555
2000-03-07,8.39539715354183,11.51892967912862,-1.2709865130602482,1.1093870723813697
2000-03-08,9.34448885788685,12.65956136726556,-1.9240223622668178,1.8988886649536838
2000-03-09,9.342588787791387,11.173242601544622,-1.6933815931740648,2.8773096476972113
2000-03-10,8.863547637138522,9.306187941933658,-0.45999941864297256,4.05492814006811
2000-03-11,7.870361648116813,8.813623874202412,-0.036914208357753386,4.754726255214286
2000-03-12,9.137799029199169,10.05380573837144,0.8096971142149617,3.1009586758240237
2000-03-13,7.703698452564261,10.085135367570983,1.8010670348040998,4.309283686450062
2000-03-14,7.515462030243028,8.971991601171222,2.338524342875258,4.1275297660326755
2000-03-15,7.203850505774579,8.810659495280284,1.896081808377764,4.010521963306091
2000-03-16,6.8730742826615305,8.24975955366254,1.2138778291484345,5.604767647765579
2000-03-17,6.070382303903422,8.015882426831599,0.01693239392604018,4.991162426162111
2000-03-18,4.889250251981108,7.5592566027008,-1.1904600675230679,5.084628694634631
2000-03-19,4.383190131925209,8.372488409988884,-1.3360897858444956,5.31345924242408
2000-03-20,3.739979094798966,8.617513252100721,-2.3003308089700485,5.269601322235465
2000-03-21,3.9378413933429095,8.748633480355336,-2.90542904011431,5.471757723061054
2000-03-22,2.4075503978287918,9.03790512169377,-3.7710997274144065,7.205303272698338
2000-03-23,2.1122069702629425,8.544771519844316,-3.3131455012828566,5.810234240279964
2000-03-24,2.3301747198285856,7.763939119064222,-4.717390733469331,5.275551983490829
2000-03-25,1.1335847847809832,7.065456218394092,-5.577013294408824,5.209300219376051
2000-03-26,2.4044117121390145,6.884318591724019,-4.207074708116353,3.8600137484113213
2000-03-27,3.2238156477911986,6.921302716527298,-4.534096543299419,3.997303753090076
2000-03-28,2.4996067823806314,6.870676582305935,-5.848301281109936,6.313222633534237
2000-03-29,2.0791669306177987,7.249423467060725,-7.30610571709456,6.333984175358181
2000-03-30,2.357066637767869,8.605764867072459,-8.103706292979334,7.094177096297763
2000-03-31,1.5665075683782697,7.516196413468211,-8.558987036454827,7.286766144580033
2000-04-01,3.1244369696955916,7.400552672853138,-9.281884997220496,8.745306458223626
2000-04-02,4.718802484389506,6.831058440568642,-8.85305410311475,8.651672386358305
2000-04-03,4.522111961403122,5.6806509963294625,-8.283400260528566,8.910306270190274
2000-04-04,5.240745789592139,5.65696583011021,-11.357589407312755,7.758388178298818
2000-04-05,3.548028722676259,5.32252464166104,-12.194841230757737,5.51882035024403
2000-04-06,4.086721877420157,4.220194813514761,-10.484911708911111,6.159648493167894
2000-04-07,4.170940908405908,4.258690341441316,-11.443735995951577,6.3504895151344956
2000-04-08,4.687017198893811,3.81628142455466,-11.795138397214656,3.7827059311721953
2000-04-09,4.534061141068428,4.136126645098652,-15.600298584297793,3.6643599481348588
2000-04-10,4.808851360730774,4.667201822781765,-15.29968200213962,1.4179303778654013
2000-04-11,5.260728013028262,3.1886018203536928,-15.48384575115716,1.0993956315843967
2000-04-12,6.262348803805098,4.473099931508024,-16.643214567072665,-0.35419164316571017
2000-04-13,7.366786148348483,4.610882165763093,-16.26474882447548,-0.9909321004604144
2000-04-14,6.355707037323092,4.611156319993654,-16.893860648625456,-0.5768410631051712
2000-04-15,5.8093661176267695,2.6994845135041636,-18.2465217672776,-0.12589239281354953
2000-04-16,5.209066865456913,3.52643827049039,-18.68321641654172,-0.8880507194286531
2000-04-17,3.677722104674545,4.302607592255353,-19.375112941619395,-0.8393949481942576
2000-04-18,3.742631478551383,2.9536516074145656,-19.125917626323318,-1.3630209958014747
2000-04-19,2.484538441919578,3.096250614827194,-19.09530219218295,-1.7110556554848093
2000-04-20,2.0076148167269716,4.023051014552339,-18.8728986435621,-2.746700025370843
2000-04-21,2.8754499069506307,4.4510580679191545,-19.095415555076208,-2.102115070347313
2000-04-22,4.7163758120673185,5.449641245092527,-19.50366419864716,-2.700138526931027
2000-04-23,6.051300162649906,3.810499779491955,-18.712216351700494,-2.7573177875085912
2000-04-24,4.93050905038394,3.1460443067695345,-17.602233256844386,-3.5218771930021067
2000-04-25,4.224031507445191,3.5835690531722038,-17.729071756077747,-5.141855109219476
2000-04-26,4.564921855749738,4.755331585594012,-18.512325833501883,-4.098435535757737
2000-04-27,4.942665411230512,3.0101167034291976,-19.116639809213954,-4.474480765760241
2000-04-28,4.2467404351651314,3.348889586669827,-20.202440124124507,-5.198962547023642
2000-04-29,3.6486357034010255,4.514318623575927,-20.550259685830845,-5.089522691529502
2000-04-30,4.294959765960848,5.228476974222229,-20.02653949033213,-3.3478623323866845
2000-05-01,4.600637255248899,6.880088260950969,-20.060235574956252,-2.634773887040294
2000-05-02,4.931751021493318,5.723653296511659,-18.938071001690453,-3.4471113835109066
2000-05-03,4.555637174566932,6.207552892779123,-19.647785324163323,-3.596787582398793
2000-05-04,3.2458798692339856,6.684258416592014,-19.796465467349734,-2.2650297670689277
2000-05-05,3.2501177746724146,6.261881667640405,-20.21252894135785,-1.2778529735263198
2000-05-06,1.9769484268222215,5.982047414731207,-19.863325850739763,0.9933570777174725
2000-05-07,0.12705590055634075,6.031776359257461,-19.903446669179257,0.8336160186684594
2000-05-08,-1.2859302053632848,3.7939615762801235,-20.22563790817726,0.3853787872012525
2000-05-09,-0.12286750196181528,3.150703989732275,-20.876890961089202,0.4755119142696537
2000-05-10,0.9958184766959419,3.905850179341243,-23.06445613633204,1.2403725034955189
2000-05-11,1.2544552234078545,4.945117669221501,-22.2717047448419,0.5102195969609433
2000-05-12,1.7039887821816326,4.609449212057863,-21.047302596958062,1.2324359230998034
2000-05-13,2.361529231874103,5.143665272740216,-20.604563986512932,0.0501086432920923
2000-05-14,1.273678188425132,3.694023457220967,-18.600001006603176,-0.05826871119067642
2000-05-15,0.6506957246525595,3.4250238954788896,-19.21747580231829,-1.2088114015441263
2000-05-16,1.6805170462364423,5.139748981029783,-19.23547808455689,-0.7226575197151202
2000-05-17,1.6438134721779132,4.157900668143955,-20.138179197385476,-0.7465873389440343
2000-05-18,2.5636333291583075,4.503927743235326,-21.231218984425144,-0.916357564922451
2000-05-19,1.5714196958335944,5.580828066610268,-21.346559448304248,-1.3949164334427622
2000-05-20,1.1789347542725037,6.094782924271982,-20.590075061014698,-2.458052728285046
2000-05-21,0.0656173075345583,7.578233368165532,-21.110663623304962,-2.674824491445909
2000-05-22,-0.17210339949505413,8.952661738486825,-22.53270434438305,-4.034205004783752
2000-05-23,-0.9588800848431976,8.719631336396315,-22.798525325165016,-4.786226205320802
2000-05-24,-1.6103450436171904,9.503674884977336,-19.81296926393103,-4.275003839805688
2000-05-25,-2.839823647246448,9.223756063605208,-19.71904149791865,-3.4972636935659747
2000-05-26,-4.548982403747342,8.313280142782164,-19.189541597118122,-3.7480735131494956
2000-05-27,-3.838583225887915,7.142829620630064,-19.660849605882117,-4.796315472345074
2000-05-28,-3.1850755286824417,6.711095815486553,-18.80542118939735,-3.9928858096586017
2000-05-29,-4.692642740923324,6.847291386334547,-19.891517849206426,-1.7630218031972005
2000-05-30,-4.713446245440363,8.159424750217742,-20.603966511109913,-1.510773578381968
2000-05-31,-5.889524876524745,8.60751929427725,-22.266583514855803,-0.33188276039667275
2000-06-01,-6.536285171999889,9.416790700051136,-22.441653590117273,-1.1902939566963358
2000-06-02,-5.842418779971008,10.824011988631188,-21.92271821948586,-2.077939080001125
2000-06-03,-3.948238557374542,9.862143892305221,-22.518583188663623,-2.6729974379887222
2000-06-04,-3.384564030489725,10.282405567125307,-20.111809362915665,-3.6898962920056437
2000-06-05,-4.010157243096119,10.591680915287402,-20.08456709617063,-4.369581563545738
2000-06-06,-5.342869623655405,9.936275023634149,-20.72350315623102,-2.8813582740769386
2000-06-07,-4.463517654516239,11.572031809767429,-21.127025155091815,-1.3077571882790717
2000-06-08,-2.9741009395067763,10.77652720271608,-19.674517289873815,0.701225421716752
2000-06-09,-3.2112892288128485,8.195150536638659,-19.942168778128355,0.4311774280968055
2000-06-10,-4.060929135146459,8.514295084720645,-20.33417032464727,1.3882379611724796
2000-06-11,-2.0200601720853695,7.883198978698726,-19.52283522426006,1.9061086526669457
2000-06-12,-1.439345193342224,8.596694782399394,-20.840410964819714,1.9635925283395992
2000-06-13,-1.3675474220832577,8.48345731792049,-22.134765962728757,3.777725547643141
2000-06-14,-2.0044394703122443,7.48981271369986,-22.102387225783154,4.460948900988922
2000-06-15,-0.9137392962278639,6.946802726253561,-22.772292716074684,4.6001847168954475
2000-06-16,-0.17098000771705957,6.04182511846803,-21.273006194778475,4.615438061720975
2000-06-17,-1.32031108859277,5.75481341743647,-22.23802300971512,5.222838173483064
2000-06-18,-1.8149192601045765,6.199855141020126,-24.111032067274365,4.776008411374952
2000-06-19,-1.1495857106043545,5.827820757161406,-22.118144725879787,5.022661030454139
2000-06-20,-1.2858609680771929,4.1705702825710045,-21.496035503074033,4.553225846159841
2000-06-21,-1.5691886710767853,4.040177865529091,-21.17060410662693,4.287003379698618
2000-06-22,-1.6161823235307975,2.928179796249496,-19.71130889690864,3.6893573124909422
2000-06-23,-0.7605551965675766,2.1598976904680436,-20.324501406562618,3.9493020075182974
2000-06-24,0.3097058473890689,-0.21574454969356793,-21.88245053817876,5.845602729990065
2000-06-25,-1.2765996943001308,0.46135870130227175,-21.162319564117848,4.929055451454146
2000-06-26,-0.6845971451448158,0.9922355090567043,-19.87268448344631,3.8197440970624674
2000-06-27,0.2634552959354918,-0.03153440262775975,-22.585219767792324,3.4656806563671996
2000-06-28,0.7660046745065626,-0.16494667769586616,-22.550379914655633,4.150453166741344
2000-06-29,-0.5436715752632749,0.2628497668613453,-21.777860061754218,4.024798564677703
2000-06-30,0.31440233320378186,2.640973607083904,-21.76866618012722,3.4140009650618843
2000-07-01,1.2397514550101933,2.0522084777367833,-20.482562964324153,2.7345551559613166
2000-07-02,1.0246466899863385,1.8421038989189202,-21.265320328130972,2.8863276908507474
2000-07-03,-1.073824550976271,-0.264289215912777,-19.429966756320276,3.3300828742252553
2000-07-04,-1.1946693177634617,-0.47412350614578197,-18.87136331405858,3.0714146597989638
2000-07-05,-1.368158135125867,-0.3922715163629976,-19.749967149594767,1.8904615069765678
2000-07-06,-1.4129670450231455,0.35736469985705677,-20.578757334356297,-0.2680737448093169
2000-07-07,-0.612002623417255,1.2831916234729057,-19.76608365648615,-0.07667271273135387
2000-07-08,0.13905477384220744,-0.2152609208522136,-18.289807565817004,1.7679608955777355
2000-07-09,1.3399301615869093,0.30768090122096303,-18.406671502644087,1.7683923965864115
2000-07-10,0.4091949797824127,0.6093690009650157,-17.682962867239137,0.510213846702946
2000-07-11,-0.06315949424016665,0.2101221872539949,-19.424133521525075,0.3841184835767914
2000-07-12,0.20297692764166242,1.4206275619526139,-20.76010639296047,0.7242822279437569
2000-07-13,-0.45142858647986794,1.912600373739561,-20.6347968140382,0.6980939517925937
2000-07-14,-1.3702316817986824,1.2080649805350814,-19.550874462120085,1.334857411730051
2000-07-15,-2.3068577860637007,1.174693126403608,-18.35105592277384,1.897038464828729
2000-07-16,-2.422248349112361,0.7495598662497838,-19.614093590143796,1.4646046511951523
2000-07-17,-2.7429497076573446,1.177492011044253,-17.9660327296895,0.6895560051788461
2000-07-18,-2.7077235326360647,-0.8344779262837441,-17.110047580963357,1.0094281040554098
2000-07-19,-2.511688971187584,-0.4533026058637132,-17.40113899658438,1.8956977149306788
2000-07-20,-3.0661591450145744,-0.9721119949616831,-16.562688547217263,2.166235093621147
2000-07-21,-3.5250249879454834,0.014284513438347801,-14.806757804711703,2.3796591493060033
2000-07-22,-2.610534251753932,1.314860278641477,-13.816369064504862,3.5926466262702776
2000-07-23,-4.504593356683968,2.258862928745631,-13.888198989676036,3.813769044394794
2000-07-24,-4.254734420687929,3.741399302078271,-13.20482012220334,4.447527699204717
2000-07-25,-5.32117595732995,3.9902286823974196,-14.553428045355894,4.47491826500325
2000-07-26,-7.0133833378504615,3.676137875693381,-14.031115518414163,5.1415105928836535
2000-07-27,-7.4070861260516025,3.7493841402623382,-14.140117322956641,3.923841811873279
2000-07-28,-8.570514157401215,4.455393757407439,-15.035908527297511,2.381373871561526
2000-07-29,-7.48415293184981,5.969433129021123,-13.132408304216218,1.405733510297773
2000-07-30,-7.062835569444651,6.8145220909490725,-12.511027014326618,1.5796121072473361
2000-07-31,-6.763800958384805,7.3006390808721,-12.14654229271838,-0.7726233330834267
2000-08-01,-6.125500698098283,6.865371193113663,-11.592680765460287,0.327191803687392
2000-08-02,-7.101856780276265,8.488845869549229,-11.495876160133271,0.003411930660734308
2000-08-03,-6.847485757258006,7.268435990366972,-10.408008173538295,-0.5574855210064676
2000-08-04,-6.062607971468176,7.834197526053771,-9.44206690210573,0.17258958903941413
2000-08-05,-5.2682267550200965,8.71340810435906,-9.236426557841256,-1.117127048249114
2000-08-06,-4.888893781098766,8.00901630640279,-8.14826285392571,-0.6042394041777678
2000-08-07,-4.531712489180128,7.1843613671517295,-9.81946936208444,-1.504636020632928
2000-08-08,-4.631771973021239,8.217073836314,-11.873017926095944,-1.6649081056235437
2000-08-09,-4.0490942930142,7.29683412082254,-12.125839902866078,-2.7927433755876128
2000-08-10,-5.674675011486615,6.0847968232131535,-11.75519012805969,-3.139218185398419
2000-08-11,-7.517559663363299,5.461767334482883,-11.29725009270363,-1.4500923450656593
2000-08-12,-6.647520406219408,5.389178482286677,-11.859657960906256,-1.9062135776590794
2000-08-13,-7.761932490610852,4.730703942460814,-11.445517835383848,-0.8790916271370912
2000-08-14,-7.443129745223939,3.45115465121156,-10.217554490821868,-0.20764632821468676
2000-08-15,-7.914982528809381,4.292794485010299,-9.413476855100779,-0.9634096503059272
2000-08-16,-6.588204508756087,1.7774928956056608,-8.284968014824306,-0.5711455939136085
2000-08-17,-7.03850079693876,2.074575024880924,-7.886786689518165,-2.9593203580910843
2000-08-18,-7.157046778426164,2.8291886978074667,-6.722452874489418,-1.7279212744663988
2000-08-19,-9.100884339379714,3.906961466971614,-7.171801452340598,-1.750392650755264
2000-08-20,-8.5735651355633,3.815656587389244,-6.587669730558568,-0.7530327049652145
2000-08-21,-9.052864522740697,5.406466402293225,-7.2763003990075275,-1.9230862890848162
2000-08-22,-9.149691319757144,6.029766193811494,-7.414258757427024,-2.0027061457190594
2000-08-23,-9.258358955208887,6.430098312550483,-8.667565328806072,-2.2653930325849254
2000-08-24,-7.823106600603733,7.865412674334686,-9.91228352195773,-2.3293743313691335
2000-08-25,-8.287445270220964,9.423644711225627,-9.440205795186177,-3.159020278227465
2000-08-26,-6.262370729104189,8.72480691271156,-10.826399282235672,-3.2083912687777376
2000-08-27,-6.14334568633304,9.284857002972092,-10.218688108655149,-4.171072860873781
2000-08-28,-5.1986940762192,9.316912807702334,-9.682032819679897,-3.442702977996082
2000-08-29,-5.769465848857687,7.421704457066032,-9.658515189935711,-2.8317338533758805
2000-08-30,-4.171356038975228,5.340849157506991,-12.617752461418448,-2.2920009585668075
2000-08-31,-5.399139606551434,4.365842555083767,-13.232845504134962,-3.847092961933604
2000-09-01,-4.308430112730386,4.44595985710611,-14.262113235108414,-3.949847678995256
2000-09-02,-5.113298537885107,3.4272273042501413,-15.13834556559887,-4.835805122983415
2000-09-03,-5.081800565136054,2.8802442732467965,-16.887372817207496,-4.166065913652068
2000-09-04,-4.858095777770518,2.7037531825985672,-17.61797055095659,-5.066878929702706
2000-09-05,-4.711412096716525,2.767195918711388,-17.316736501300596,-5.124229883914026
2000-09-06,-3.687989320390356,2.037964051847445,-18.923900175401585,-5.670837396024355
2000-09-07,-3.0176317296564963,-0.04698794235570958,-18.110961257095585,-5.652477449461526
2000-09-08,-2.738899957863961,1.1465441879862845,-18.830087354797172,-6.3523090205447765
2000-09-09,-2.0204014340216574,1.924031449825229,-20.582998803348552,-7.214656868281524
2000-09-10,-1.7883199014740594,2.4686138229914603,-21.004639625405368,-7.910938965136181
2000-09-11,-1.7206080158429988,2.3921458912499602,-21.574579235808386,-7.424479519888975
2000-09-12,-1.0006361747850385,1.924535654688598,-21.714036551011695,-6.921989272139444
2000-09-13,0.5220061886686025,3.0537629774144968,-22.383964876945,-8.475882628447295
2000-09-14,-0.10812449278515224,2.422743639906593,-22.084719357264703,-8.239297412359146
2000-09-15,-0.2932184162859677,2.781019268742415,-21.74190223838734,-7.398479764227259
2000-09-16,-1.8546286195179758,3.1528688043524733,-22.469221125533675,-6.94559916719026
2000-09-17,-0.959948911671366,3.8577132097249422,-22.84849385411793,-7.596736059392995
2000-09-18,-2.3129195103361098,4.1536521447225425,-23.94578050751427,-6.358292032302361
2000-09-19,-2.6236770353849956,5.084610807455898,-23.789368305044523,-7.890573460097791
2000-09-20,-1.0279771250013734,4.474719651428821,-21.750785932589576,-9.05535011743787
2000-09-21,0.01848410555064217,3.930393393793758,-22.41176567777165,-8.495749133114295
2000-09-22,-0.43472481615615655,3.834078964812179,-23.461995487494654,-8.216873010812362
2000-09-23,-0.7534425479884826,4.121875757314339,-24.784255767060063,-9.264516703369978
2000-09-24,-1.1805241597583356,5.081571416029556,-24.307496505133738,-9.3363644313124
2000-09-25,-2.9719290519665904,5.006547050269663,-25.24640445067968,-9.458071573219346
2000-09-26,-2.141025729928635,4.79441340601818,-24.234800026920794,-11.410191685517695
2000-09-27,-2.2840077619297636,3.1246622549203122,-24.162697016585216,-10.453350852658174
2000-09-28,-1.7747605834319775,2.658012792516375,-24.925682395420534,-10.432078096072361
2000-09-29,-0.9921579991577059,1.124331415622876,-25.73578598280334,-10.267905520436939
2000-09-30,-0.0034203843437082826,1.1993705724046286,-26.402217511430294,-8.999199028115566
2000-10-01,0.9298336205895658,-0.5726628081499925,-28.317634847769842,-8.567376902679882
2000-10-02,1.9883519587644218,-1.6059200980865662,-29.0280391966057,-7.206352444878398
2000-10-03,2.273607838068706,-2.1554016278726458,-27.76330985849349,-6.613210187981174
2000-10-04,4.126735829403052,-1.1565876567688793,-26.45268807955068,-7.3883160384509
2000-10-05,5.0667597453900886,-1.5652189601520714,-26.504725835404365,-8.574465399192981
2000-10-06,6.186763823782097,-2.5956341947994437,-26.31009348433939,-9.338359830000229
2000-10-07,6.305055047254155,-1.9945326262612189,-23.773403696024264,-7.797320355582205
2000-10-08,5.571621136425067,-2.4003449956754648,-24.292528218838576,-7.144178672394269
2000-10-09,6.193766088604654,-3.9880149291687954,-21.5558813309959,-6.321713139038566
2000-10-10,5.174937235561447,-2.198704431845739,-20.995670060142885,-5.692752020241184
2000-10-11,4.3112245788406955,-2.38580095559957,-21.76118944095495,-6.9783013547098065
2000-10-12,1.6854324717882188,-3.690254098770862,-21.9064816302132,-7.797641078675985
2000-10-13,-0.6655203631511823,-4.262747012238472,-22.887714678121238,-8.223639343969959
2000-10-14,-0.1801200390459512,-6.155155143613213,-22.035070214862795,-9.35083362174674
2000-10-15,0.4233545594331628,-6.7076717615143675,-20.615800107391017,-9.081189931661017
2000-10-16,1.1874489624507931,-9.244799678145498,-19.37360281202825,-10.540205806488913
2000-10-17,3.484296922683102,-10.38086085740239,-18.56058357287873,-11.075655010371833
2000-10-18,4.691476853793623,-9.822051179455109,-19.8070397085409,-9.444403794183698
2000-10-19,3.897769908670757,-9.618131314085554,-20.16444340840163,-10.937732378657605
2000-10-20,5.140535450727302,-9.572270430477092,-20.22329917105712,-9.74202769502131
2000-10-21,6.024033118875741,-9.756436668856553,-20.94314841398742,-8.680233182184335
2000-10-22,6.208942428077133,-13.203265551299822,-20.7758672664383,-8.242261454581689
2000-10-23,5.587744068062877,-12.51819833347049,-19.531468356969086,-7.094571116937635
2000-10-24,4.676692516792745,-12.532878835963412,-20.26763780736127,-7.96973884669824
2000-10-25,2.273621776002044,-12.543857110302557,-18.85942691873765,-8.246701654171943
2000-10-26,2.0193111782130293,-13.740417445806244,-19.73253455722597,-7.3740095781474375
2000-10-27,2.4682623065122904,-13.124365372575392,-19.089564751546362,-6.818767435395062
2000-10-28,2.992559761245112,-13.379546428024401,-19.16488852827626,-6.781232377008949
2000-10-29,2.3227913458912237,-13.395550510968363,-18.085805523501858,-6.104558196743405
2000-10-30,1.896660115847044,-11.252498501837463,-18.45886711184761,-6.156974460228664
2000-10-31,3.2111377067656255,-10.038665410013891,-17.087285387250578,-6.4263396829703066
2000-11-01,1.9649213343086256,-11.94868905833758,-16.805776195549857,-7.138696793425171
2000-11-02,1.9724382676119674,-12.48426954869667,-18.29523233639334,-7.323150710536129
2000-11-03,-0.3086847726286479,-14.435412531431139,-18.692942409881717,-7.3693833743918224
2000-11-04,-1.3851546035247677,-14.630977000192685,-17.843729311283678,-7.260024908425072
2000-11-05,-1.2275157431030104,-14.440852822384576,-16.987522842649643,-6.315062276189048
2000-11-06,-1.7224148942224247,-13.837107732708734,-17.886981741882515,-5.600521247356452
2000-11-07,-4.726898726714408,-14.076237264921028,-18.589720605450115,-5.825027181049551
2000-11-08,-3.4130503875315137,-15.005527188790994,-19.323552319645824,-4.903419336354994
2000-11-09,-3.308116582597051,-15.012081006001749,-17.193970473559794,-5.427798089979912
2000-11-10,-1.896364814121613,-15.42720457479399,-16.91081169170304,-4.534940588818364
2000-11-11,-2.3106543518311438,-15.851626234518305,-15.434632460597133,-3.3640749816115942
2000-11-12,-1.1600696576905278,-16.092669063697254,-14.987284689949442,-2.47685320347335
2000-11-13,-1.0313905158124608,-15.173584837889145,-16.757746230764447,-1.7106788854107406
2000-11-14,-2.5503081702789574,-13.980868345788906,-16.288049802150244,-1.951605116912895
2000-11-15,-2.2949911705344466,-14.721879436173111,-17.02390524066208,-2.2116150901888996
2000-11-16,-4.0086779583606855,-15.444202994246156,-16.664742881801487,-3.7170981270418086
2000-11-17,-2.0481900375329976,-13.595036722565771,-15.190610584101083,-4.165353475519576
2000-11-18,-3.0758366270878983,-14.83169961583058,-15.20409181997065,-4.9731941144902745
2000-11-19,-3.4172567024975447,-14.580994176454924,-16.2170039735579,-4.38868598545183
2000-11-20,-4.468678054212651,-14.114608828551935,-15.97355695848843,-5.020813781404316
2000-11-21,-3.903483611338264,-13.672334075622325,-15.36768062174787,-5.0374035682984735
2000-11-22,-5.353588379855233,-14.075981248008038,-14.94069985264239,-6.085159884957745
2000-11-23,-5.6827658459385795,-13.227844206757185,-15.119934266048777,-5.476993283338424
